ref,stim1,stim2,stim3,stim4,stim5,stim6,stim7,stim8,clicks,clicked_stimuli,participant,session,date,expName,psychopyVersion,frameRate
monkey,bluebird,butterfly,spider,eagle,sheep,pigeon,whale,snail,"['stim5', 'stim7', 'stim4', 'stim6', 'stim1', 'stim3', 'stim8', 'stim2']","['sheep', 'whale', 'eagle', 'pigeon', 'bluebird', 'spider', 'snail', 'butterfly']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
eagle,dolphin,rat,fox,spider,tiger,owl,bluebird,bat,"['stim6', 'stim7', 'stim8', 'stim2', 'stim3', 'stim1', 'stim5', 'stim4']","['owl', 'bluebird', 'bat', 'rat', 'fox', 'dolphin', 'tiger', 'spider']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
turkey,horse,whale,bear,spider,frog,monkey,hog,rat,"['stim7', 'stim8', 'stim1', 'stim3', 'stim6', 'stim5', 'stim4', 'stim2']","['hog', 'rat', 'horse', 'bear', 'monkey', 'frog', 'spider', 'whale']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
snail,frog,bluebird,giraffe,goat,hog,butterfly,shark,crocodile,"['stim1', 'stim6', 'stim8', 'stim2', 'stim5', 'stim4', 'stim3', 'stim7']","['frog', 'butterfly', 'crocodile', 'bluebird', 'hog', 'goat', 'giraffe', 'shark']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
bat,eagle,cow,elephant,ant,owl,pigeon,cat,monkey,"['stim1', 'stim5', 'stim6', 'stim7', 'stim2', 'stim8', 'stim3', 'stim4']","['eagle', 'owl', 'pigeon', 'cat', 'cow', 'monkey', 'elephant', 'ant']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
butterfly,bear,crocodile,tiger,sheep,ant,snail,owl,turkey,"['stim5', 'stim6', 'stim7', 'stim8', 'stim4', 'stim2', 'stim1', 'stim3']","['ant', 'snail', 'owl', 'turkey', 'sheep', 'crocodile', 'bear', 'tiger']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
crocodile,ladybug,dolphin,goldfish,turkey,pigeon,sheep,goat,cow,"['stim8', 'stim7', 'stim6', 'stim4', 'stim1', 'stim2', 'stim5', 'stim3']","['cow', 'goat', 'sheep', 'turkey', 'ladybug', 'dolphin', 'pigeon', 'goldfish']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
sparrow,lizard,frog,crocodile,ant,sheep,cow,tiger,duck,"['stim8', 'stim1', 'stim2', 'stim5', 'stim6', 'stim3', 'stim7', 'stim4']","['duck', 'lizard', 'frog', 'sheep', 'cow', 'crocodile', 'tiger', 'ant']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
eagle,turkey,sparrow,frog,cat,hog,cow,turtle,snail,"['stim2', 'stim1', 'stim5', 'stim6', 'stim4', 'stim7', 'stim3', 'stim8']","['sparrow', 'turkey', 'hog', 'cow', 'cat', 'turtle', 'frog', 'snail']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
sparrow,giraffe,snake,goldfish,dolphin,bat,bear,tiger,sheep,"['stim5', 'stim3', 'stim8', 'stim2', 'stim1', 'stim6', 'stim7', 'stim4']","['bat', 'goldfish', 'sheep', 'snake', 'giraffe', 'bear', 'tiger', 'dolphin']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
snake,spider,mouse,goat,bluebird,ant,pigeon,rat,goldfish,"['stim5', 'stim1', 'stim2', 'stim7', 'stim8', 'stim4', 'stim6', 'stim3']","['ant', 'spider', 'mouse', 'rat', 'goldfish', 'bluebird', 'pigeon', 'goat']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
horse,turkey,sheep,bluebird,turtle,giraffe,crocodile,goat,owl,"['stim5', 'stim7', 'stim2', 'stim1', 'stim6', 'stim4', 'stim8', 'stim3']","['giraffe', 'goat', 'sheep', 'turkey', 'crocodile', 'turtle', 'owl', 'bluebird']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
cat,frog,goldfish,sparrow,duck,crocodile,lizard,mouse,ladybug,"['stim7', 'stim4', 'stim6', 'stim5', 'stim3', 'stim1', 'stim8', 'stim2']","['mouse', 'duck', 'lizard', 'crocodile', 'sparrow', 'frog', 'ladybug', 'goldfish']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
spider,fox,mouse,elephant,bat,sparrow,bluebird,goat,dog,"['stim4', 'stim2', 'stim5', 'stim6', 'stim7', 'stim1', 'stim8', 'stim3']","['bat', 'mouse', 'sparrow', 'bluebird', 'goat', 'fox', 'dog', 'elephant']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
elephant,ant,ladybug,goat,turkey,lizard,whale,hog,cat,"['stim8', 'stim6', 'stim7', 'stim3', 'stim4', 'stim5', 'stim1', 'stim2']","['cat', 'whale', 'hog', 'goat', 'turkey', 'lizard', 'ant', 'ladybug']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
goat,tiger,owl,goldfish,bat,sparrow,turkey,frog,monkey,"['stim4', 'stim1', 'stim8', 'stim6', 'stim2', 'stim7', 'stim5', 'stim3']","['bat', 'tiger', 'monkey', 'turkey', 'owl', 'frog', 'sparrow', 'goldfish']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
cow,goldfish,snake,pigeon,shark,ladybug,bat,duck,frog,"['stim6', 'stim8', 'stim7', 'stim3', 'stim5', 'stim4', 'stim2', 'stim1']","['bat', 'frog', 'duck', 'pigeon', 'ladybug', 'shark', 'snake', 'goldfish']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
goat,sheep,rat,mouse,spider,cow,horse,duck,whale,"['stim5', 'stim1', 'stim2', 'stim3', 'stim6', 'stim7', 'stim8', 'stim4']","['cow', 'sheep', 'rat', 'mouse', 'horse', 'duck', 'whale', 'spider']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
elephant,shark,bat,butterfly,snail,turkey,monkey,cat,tiger,"['stim8', 'stim6', 'stim7', 'stim5', 'stim2', 'stim1', 'stim4', 'stim3']","['tiger', 'monkey', 'cat', 'turkey', 'bat', 'shark', 'snail', 'butterfly']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
giraffe,snail,bear,hog,elephant,cow,spider,dog,sheep,"['stim4', 'stim2', 'stim5', 'stim8', 'stim3', 'stim7', 'stim1', 'stim6']","['elephant', 'bear', 'cow', 'sheep', 'hog', 'dog', 'snail', 'spider']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
crocodile,lizard,elephant,duck,giraffe,cat,whale,rat,sparrow,"['stim1', 'stim2', 'stim7', 'stim5', 'stim4', 'stim6', 'stim3', 'stim8']","['lizard', 'elephant', 'rat', 'cat', 'giraffe', 'whale', 'duck', 'sparrow']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
mouse,dolphin,fox,turtle,snake,owl,monkey,bluebird,sheep,"['stim8', 'stim2', 'stim6', 'stim1', 'stim5', 'stim7', 'stim3', 'stim4']","['sheep', 'fox', 'monkey', 'dolphin', 'owl', 'bluebird', 'turtle', 'snake']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
mouse,turkey,bat,spider,ant,elephant,giraffe,frog,dog,"['stim2', 'stim8', 'stim6', 'stim5', 'stim7', 'stim1', 'stim4', 'stim3']","['bat', 'dog', 'giraffe', 'elephant', 'frog', 'turkey', 'ant', 'spider']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
goldfish,goat,giraffe,tiger,cow,dog,lizard,duck,pigeon,"['stim6', 'stim7', 'stim8', 'stim1', 'stim4', 'stim5', 'stim2', 'stim3']","['lizard', 'duck', 'pigeon', 'goat', 'cow', 'dog', 'giraffe', 'tiger']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
turtle,whale,sheep,cat,lizard,duck,rat,pigeon,goldfish,"['stim4', 'stim5', 'stim2', 'stim6', 'stim3', 'stim7', 'stim8', 'stim1']","['lizard', 'duck', 'sheep', 'rat', 'cat', 'pigeon', 'goldfish', 'whale']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
bluebird,frog,lizard,dog,cow,hog,horse,monkey,bear,"['stim2', 'stim1', 'stim5', 'stim4', 'stim3', 'stim6', 'stim8', 'stim7']","['lizard', 'frog', 'hog', 'cow', 'dog', 'horse', 'bear', 'monkey']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
