ref,stim1,stim2,stim3,stim4,stim5,stim6,stim7,stim8,clicks,clicked_stimuli,participant,session,date,expName,psychopyVersion,frameRate
dolphin,eagle,pigeon,goldfish,hog,snail,dog,turkey,cat,"['stim6', 'stim8', 'stim4', 'stim3', 'stim7', 'stim1', 'stim2', 'stim5']","['dog', 'cat', 'hog', 'goldfish', 'turkey', 'eagle', 'pigeon', 'snail']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
giraffe,dolphin,ladybug,owl,sparrow,ant,turkey,turtle,snake,"['stim1', 'stim7', 'stim6', 'stim3', 'stim8', 'stim4', 'stim5', 'stim2']","['dolphin', 'turtle', 'turkey', 'owl', 'snake', 'sparrow', 'ant', 'ladybug']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
dog,cow,giraffe,monkey,lizard,owl,ladybug,tiger,pigeon,"['stim1', 'stim2', 'stim3', 'stim7', 'stim4', 'stim5', 'stim8', 'stim6']","['cow', 'giraffe', 'monkey', 'tiger', 'lizard', 'owl', 'pigeon', 'ladybug']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
shark,tiger,hog,horse,cow,goldfish,ladybug,turtle,dolphin,"['stim8', 'stim1', 'stim3', 'stim5', 'stim7', 'stim4', 'stim2', 'stim6']","['dolphin', 'tiger', 'horse', 'goldfish', 'turtle', 'cow', 'hog', 'ladybug']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
snail,monkey,duck,sparrow,cat,turkey,pigeon,fox,ladybug,"['stim8', 'stim3', 'stim2', 'stim6', 'stim5', 'stim4', 'stim7', 'stim1']","['ladybug', 'sparrow', 'duck', 'pigeon', 'turkey', 'cat', 'fox', 'monkey']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
snail,mouse,snake,turtle,whale,horse,dolphin,tiger,sheep,"['stim2', 'stim3', 'stim1', 'stim8', 'stim6', 'stim4', 'stim5', 'stim7']","['snake', 'turtle', 'mouse', 'sheep', 'dolphin', 'whale', 'horse', 'tiger']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
bear,frog,bat,goldfish,pigeon,butterfly,cat,snail,goat,"['stim6', 'stim8', 'stim2', 'stim1', 'stim4', 'stim5', 'stim7', 'stim3']","['cat', 'goat', 'bat', 'frog', 'pigeon', 'butterfly', 'snail', 'goldfish']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
lizard,duck,bluebird,monkey,sheep,snake,mouse,frog,butterfly,"['stim7', 'stim6', 'stim1', 'stim2', 'stim5', 'stim4', 'stim3', 'stim8']","['frog', 'mouse', 'duck', 'bluebird', 'snake', 'sheep', 'monkey', 'butterfly']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
snail,owl,sparrow,frog,turkey,lizard,dog,goldfish,goat,"['stim7', 'stim3', 'stim5', 'stim2', 'stim1', 'stim4', 'stim8', 'stim6']","['goldfish', 'frog', 'lizard', 'sparrow', 'owl', 'turkey', 'goat', 'dog']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
duck,monkey,goat,rat,fox,dolphin,snail,cat,elephant,"['stim3', 'stim2', 'stim7', 'stim4', 'stim5', 'stim8', 'stim1', 'stim6']","['rat', 'goat', 'cat', 'fox', 'dolphin', 'elephant', 'monkey', 'snail']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
bluebird,shark,spider,owl,dog,rat,cat,monkey,snake,"['stim3', 'stim5', 'stim6', 'stim4', 'stim8', 'stim7', 'stim1', 'stim2']","['owl', 'rat', 'cat', 'dog', 'snake', 'monkey', 'shark', 'spider']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
sparrow,whale,rat,horse,pigeon,turtle,spider,mouse,elephant,"['stim7', 'stim4', 'stim2', 'stim5', 'stim3', 'stim8', 'stim6', 'stim1']","['mouse', 'pigeon', 'rat', 'turtle', 'horse', 'elephant', 'spider', 'whale']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
sparrow,pigeon,goat,shark,turtle,dog,turkey,cat,hog,"['stim1', 'stim6', 'stim2', 'stim8', 'stim7', 'stim5', 'stim4', 'stim3']","['pigeon', 'turkey', 'goat', 'hog', 'cat', 'dog', 'turtle', 'shark']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
horse,duck,butterfly,hog,ant,turkey,spider,sheep,goldfish,"['stim7', 'stim3', 'stim5', 'stim1', 'stim4', 'stim6', 'stim2', 'stim8']","['sheep', 'hog', 'turkey', 'duck', 'ant', 'spider', 'butterfly', 'goldfish']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
tiger,pigeon,snail,lizard,shark,mouse,frog,cat,owl,"['stim7', 'stim5', 'stim4', 'stim3', 'stim8', 'stim1', 'stim6', 'stim2']","['cat', 'mouse', 'shark', 'lizard', 'owl', 'pigeon', 'frog', 'snail']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
ant,bat,dolphin,mouse,dog,lizard,shark,sheep,whale,"['stim1', 'stim5', 'stim3', 'stim7', 'stim4', 'stim2', 'stim8', 'stim6']","['bat', 'lizard', 'mouse', 'sheep', 'dog', 'dolphin', 'whale', 'shark']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
bat,bear,rat,lizard,dolphin,sparrow,goldfish,spider,goat,"['stim2', 'stim8', 'stim1', 'stim5', 'stim3', 'stim4', 'stim6', 'stim7']","['rat', 'goat', 'bear', 'sparrow', 'lizard', 'dolphin', 'goldfish', 'spider']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
owl,tiger,shark,bluebird,crocodile,horse,fox,turtle,pigeon,"['stim8', 'stim3', 'stim7', 'stim6', 'stim5', 'stim4', 'stim1', 'stim2']","['pigeon', 'bluebird', 'turtle', 'fox', 'horse', 'crocodile', 'tiger', 'shark']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
hog,turtle,snake,giraffe,bat,eagle,shark,crocodile,monkey,"['stim3', 'stim4', 'stim8', 'stim7', 'stim6', 'stim1', 'stim5', 'stim2']","['giraffe', 'bat', 'monkey', 'crocodile', 'shark', 'turtle', 'eagle', 'snake']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
spider,cat,hog,bluebird,cow,turkey,dolphin,goat,lizard,"['stim8', 'stim3', 'stim2', 'stim4', 'stim5', 'stim1', 'stim7', 'stim6']","['lizard', 'bluebird', 'hog', 'cow', 'turkey', 'cat', 'goat', 'dolphin']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
hog,goat,pigeon,horse,whale,dolphin,frog,duck,lizard,"['stim1', 'stim3', 'stim7', 'stim5', 'stim4', 'stim8', 'stim6', 'stim2']","['goat', 'horse', 'duck', 'dolphin', 'whale', 'lizard', 'frog', 'pigeon']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
fox,eagle,bluebird,horse,pigeon,dog,snake,frog,sparrow,"['stim5', 'stim3', 'stim7', 'stim6', 'stim1', 'stim4', 'stim8', 'stim2']","['dog', 'horse', 'frog', 'snake', 'eagle', 'pigeon', 'sparrow', 'bluebird']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
frog,rat,eagle,butterfly,bluebird,mouse,crocodile,fox,goat,"['stim6', 'stim1', 'stim5', 'stim4', 'stim2', 'stim8', 'stim7', 'stim3']","['crocodile', 'rat', 'mouse', 'bluebird', 'eagle', 'goat', 'fox', 'butterfly']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
shark,dog,whale,cat,bear,goat,monkey,turkey,sparrow,"['stim2', 'stim4', 'stim1', 'stim3', 'stim6', 'stim5', 'stim7', 'stim8']","['whale', 'bear', 'dog', 'cat', 'monkey', 'goat', 'turkey', 'sparrow']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
sheep,fox,whale,horse,ladybug,pigeon,lizard,eagle,giraffe,"['stim1', 'stim3', 'stim8', 'stim2', 'stim6', 'stim7', 'stim5', 'stim4']","['fox', 'horse', 'giraffe', 'whale', 'lizard', 'eagle', 'pigeon', 'ladybug']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
goat,crocodile,cat,shark,snake,bear,bluebird,butterfly,turtle,"['stim2', 'stim5', 'stim1', 'stim8', 'stim4', 'stim6', 'stim7', 'stim3']","['cat', 'bear', 'crocodile', 'turtle', 'snake', 'bluebird', 'butterfly', 'shark']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
