ref,stim1,stim2,stim3,stim4,stim5,stim6,stim7,stim8,clicks,clicked_stimuli,participant,session,date,expName,psychopyVersion,frameRate
goldfish,snail,snake,horse,bluebird,sparrow,sheep,crocodile,bat,"['stim1', 'stim2', 'stim7', 'stim8', 'stim5', 'stim4', 'stim6', 'stim3']","['snail', 'snake', 'crocodile', 'bat', 'sparrow', 'bluebird', 'sheep', 'horse']",S4,2,2021_Sep_24_1142,image_exp,3.2.4,59.91197565
shark,lizard,duck,bluebird,butterfly,ant,dolphin,mouse,tiger,"['stim6', 'stim8', 'stim1', 'stim7', 'stim2', 'stim3', 'stim5', 'stim4']","['dolphin', 'tiger', 'lizard', 'mouse', 'duck', 'bluebird', 'ant', 'butterfly']",S4,2,2021_Sep_24_1142,image_exp,3.2.4,59.91197565
horse,goat,giraffe,owl,bluebird,turtle,sheep,turkey,crocodile,"['stim2', 'stim1', 'stim6', 'stim8', 'stim7', 'stim3', 'stim5', 'stim4']","['giraffe', 'goat', 'sheep', 'crocodile', 'turkey', 'owl', 'turtle', 'bluebird']",S4,2,2021_Sep_24_1142,image_exp,3.2.4,59.91197565
duck,bear,turkey,tiger,pigeon,lizard,frog,cow,turtle,"['stim2', 'stim4', 'stim6', 'stim5', 'stim8', 'stim7', 'stim1', 'stim3']","['turkey', 'pigeon', 'frog', 'lizard', 'turtle', 'cow', 'bear', 'tiger']",S4,2,2021_Sep_24_1142,image_exp,3.2.4,59.91197565
lizard,goat,rat,goldfish,eagle,tiger,whale,dolphin,horse,"['stim2', 'stim1', 'stim4', 'stim3', 'stim7', 'stim6', 'stim8', 'stim5']","['rat', 'goat', 'eagle', 'goldfish', 'dolphin', 'whale', 'horse', 'tiger']",S4,2,2021_Sep_24_1142,image_exp,3.2.4,59.91197565
bear,spider,cow,snake,shark,bat,whale,goat,fox,"['stim8', 'stim2', 'stim7', 'stim5', 'stim6', 'stim4', 'stim3', 'stim1']","['fox', 'cow', 'goat', 'bat', 'whale', 'shark', 'snake', 'spider']",S4,2,2021_Sep_24_1142,image_exp,3.2.4,59.91197565
cat,pigeon,lizard,bat,rat,bluebird,ladybug,whale,owl,"['stim4', 'stim3', 'stim7', 'stim2', 'stim1', 'stim8', 'stim5', 'stim6']","['rat', 'bat', 'whale', 'lizard', 'pigeon', 'owl', 'bluebird', 'ladybug']",S4,2,2021_Sep_24_1142,image_exp,3.2.4,59.91197565
sheep,monkey,dolphin,spider,owl,frog,turtle,snake,hog,"['stim8', 'stim1', 'stim2', 'stim6', 'stim5', 'stim7', 'stim4', 'stim3']","['hog', 'monkey', 'dolphin', 'turtle', 'frog', 'snake', 'owl', 'spider']",S4,2,2021_Sep_24_1142,image_exp,3.2.4,59.91197565
crocodile,snail,bluebird,horse,owl,giraffe,snake,rat,ant,"['stim6', 'stim3', 'stim7', 'stim5', 'stim1', 'stim8', 'stim4', 'stim2']","['snake', 'horse', 'rat', 'giraffe', 'snail', 'ant', 'owl', 'bluebird']",S4,2,2021_Sep_24_1142,image_exp,3.2.4,59.91197565
spider,goat,sparrow,dog,elephant,bat,mouse,fox,bluebird,"['stim5', 'stim6', 'stim2', 'stim8', 'stim1', 'stim7', 'stim3', 'stim4']","['bat', 'mouse', 'sparrow', 'bluebird', 'goat', 'fox', 'dog', 'elephant']",S4,2,2021_Sep_24_1142,image_exp,3.2.4,59.91197565
